studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20225535,Anna Bresé,a.bresé@student.roc.nl,19,X,VMBO-T,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.538,0.509,33,7.2,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235536,Timo Vergeer,t.vergeer@student.roc.nl,17,V,VMBO-K,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.75,0.595,28,5.8,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20235537,Laurens Vink,l.vink@student.roc.nl,18,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.937,0.789,54,5.4,3.0,Anita Jansen,a.jansen@roc.nl,False
20225538,Iris Grondel-Tamsma,i.grondel-tamsma@student.roc.nl,16,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.653,0.554,28,6.2,5.6,Peter Smit,p.smit@roc.nl,True
20225539,Liza van de Pol,l.vandepol@student.roc.nl,17,V,HAVO,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.862,0.88,50,7.7,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235540,Guus Fortuyn,g.fortuyn@student.roc.nl,16,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BBL,2023-09-01,0.907,0.813,37,5.5,7.4,Jan de Vries,j.devries@roc.nl,False
20235541,Maryam Winters,m.winters@student.roc.nl,23,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.613,0.589,38,5.8,4.5,Fatima El Amrani,f.elamrani@roc.nl,True
20235542,Dylan van den Nuwenhuysen,d.vandennuwenhuysen@student.roc.nl,17,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BBL,2023-09-01,0.907,0.885,46,7.3,4.1,Jan de Vries,j.devries@roc.nl,False
20235543,Maartje van der Maes-Duivenvoorden,m.vandermaes-duivenvoorden@student.roc.nl,16,M,HAVO,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.945,0.912,54,6.4,8.1,Jan de Vries,j.devries@roc.nl,False
20235544,Amy Hendriks,a.hendriks@student.roc.nl,19,V,HAVO,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.765,0.757,38,5.7,6.5,Jan de Vries,j.devries@roc.nl,False
20235545,Amy Schelvis,a.schelvis@student.roc.nl,24,M,MBO niveau 2,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.953,0.916,54,7.9,6.7,Jan de Vries,j.devries@roc.nl,True
20225546,Lorenzo Sanders,l.sanders@student.roc.nl,28,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.505,0.455,20,4.7,5.0,Jan de Vries,j.devries@roc.nl,True
20235547,Janne van Berkum,j.vanberkum@student.roc.nl,16,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.93,0.862,34,9.8,7.4,Anita Jansen,a.jansen@roc.nl,True
20235548,Fenne Lind,f.lind@student.roc.nl,19,V,MBO niveau 2,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.751,0.749,38,4.6,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20225549,Guusje Kunen-Post,g.kunen-post@student.roc.nl,26,V,VMBO-B,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.702,0.646,44,6.5,5.8,Mohammed Boukhari,m.boukhari@roc.nl,True
20235550,Collin Lafleur,c.lafleur@student.roc.nl,20,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.762,0.75,44,9.7,4.8,Peter Smit,p.smit@roc.nl,False
20225551,Aron Boogaerts,a.boogaerts@student.roc.nl,19,V,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BBL,2022-09-01,0.667,0.698,41,8.4,3.7,Fatima El Amrani,f.elamrani@roc.nl,False
20225552,Amy Schokman-Michiels,a.schokman-michiels@student.roc.nl,23,M,HAVO,Groen,Medewerker voedsel,97590,2022-2023,2,BBL,2022-09-01,0.549,0.673,39,6.0,2.8,Jan de Vries,j.devries@roc.nl,False
20225553,Joël van Asten,j.vanasten@student.roc.nl,16,M,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.846,0.685,42,5.2,5.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20235554,Benthe Oosterhout,b.oosterhout@student.roc.nl,21,M,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.794,0.729,40,4.3,9.5,Jan de Vries,j.devries@roc.nl,True
20235555,Daphne Peeters,d.peeters@student.roc.nl,16,V,HAVO,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.955,0.828,51,6.0,3.8,Peter Smit,p.smit@roc.nl,False
20235556,Lindsey de Gruijl-Wagenvoort,l.degruijl-wagenvoort@student.roc.nl,19,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.705,0.635,29,6.8,6.4,Peter Smit,p.smit@roc.nl,False
20225557,Bibi van den Pol,b.vandenpol@student.roc.nl,19,V,HAVO,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.655,0.703,35,6.7,5.4,Anita Jansen,a.jansen@roc.nl,True
20235558,Aylin Heinrichs,a.heinrichs@student.roc.nl,16,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.304,0.331,27,5.7,7.4,Jan de Vries,j.devries@roc.nl,False
20235559,Noa Robbrechts Bruijne,n.robbrechtsbruijne@student.roc.nl,17,M,HAVO,Techniek,Netwerkbeheerder,93200,2023-2024,4,BBL,2023-09-01,0.731,0.76,36,7.6,5.1,Fatima El Amrani,f.elamrani@roc.nl,False
20235560,Ruben Knuf,r.knuf@student.roc.nl,21,M,MBO niveau 2,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.731,0.717,43,7.7,10.0,Jan de Vries,j.devries@roc.nl,False
20235561,Vigo Doornhem,v.doornhem@student.roc.nl,17,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.778,0.708,39,7.1,5.1,Jan de Vries,j.devries@roc.nl,False
20225562,Sofie Jorlink,s.jorlink@student.roc.nl,24,V,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.568,0.71,46,5.4,7.9,Peter Smit,p.smit@roc.nl,False
20225563,Sterre van der Leek,s.vanderleek@student.roc.nl,21,M,VMBO-B,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.618,0.537,36,4.9,5.9,Peter Smit,p.smit@roc.nl,True
20225564,Jinthe van der Heijden,j.vanderheijden@student.roc.nl,23,M,HAVO,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.694,0.484,30,9.9,5.8,Peter Smit,p.smit@roc.nl,False
20225565,Arthur van Beek,a.vanbeek@student.roc.nl,16,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.89,0.801,38,7.3,9.4,Fatima El Amrani,f.elamrani@roc.nl,True
20225566,Milou Tins,m.tins@student.roc.nl,20,M,VMBO-B,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.838,0.893,47,7.6,7.9,Anita Jansen,a.jansen@roc.nl,False
20235567,Luc van den Assem,l.vandenassem@student.roc.nl,24,V,VMBO-B,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.893,0.716,41,5.0,6.2,Anita Jansen,a.jansen@roc.nl,False
20225568,Cornelis de Bruin,c.debruin@student.roc.nl,18,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.707,0.729,38,9.9,6.7,Peter Smit,p.smit@roc.nl,False
20235569,Zeynep Stuivenberg-van Breukeleveen,z.stuivenberg-vanbreukeleveen@student.roc.nl,25,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.662,0.644,38,8.0,5.5,Peter Smit,p.smit@roc.nl,False
20225570,Merel Wendt,m.wendt@student.roc.nl,23,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.647,0.626,40,5.1,6.8,Jan de Vries,j.devries@roc.nl,True
20235571,Ashley Verwoert,a.verwoert@student.roc.nl,17,V,VMBO-K,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.514,0.603,46,5.7,8.7,Anita Jansen,a.jansen@roc.nl,False
20225572,Niek Hendricks-Kortman,n.hendricks-kortman@student.roc.nl,18,X,VMBO-K,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.529,0.593,38,5.8,5.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20225573,Stefan van Susa-van der Horst,s.vansusa-vanderhorst@student.roc.nl,20,M,VMBO-B,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.79,0.725,41,5.6,5.5,Peter Smit,p.smit@roc.nl,False
20235574,Giel van Dokkum,g.vandokkum@student.roc.nl,20,X,HAVO,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.603,0.621,29,5.0,5.5,Fatima El Amrani,f.elamrani@roc.nl,False
20225575,Sven Loep,s.loep@student.roc.nl,26,M,HAVO,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.833,0.604,43,7.3,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20235576,Vera Brouwer,v.brouwer@student.roc.nl,18,M,VMBO-K,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.706,0.659,42,7.8,7.3,Peter Smit,p.smit@roc.nl,False
20235577,Elisa Dorsman,e.dorsman@student.roc.nl,25,V,VMBO-B,Economie,Manager handel,90202,2023-2024,4,BOL,2023-09-01,0.807,0.643,40,5.6,6.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20235578,Tim van Rijnsbergen-van der Loo,t.vanrijnsbergen-vanderloo@student.roc.nl,20,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.86,0.709,45,7.2,4.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20225579,Arthur van de Darnau,a.vandedarnau@student.roc.nl,22,M,VMBO-K,Zorg,Verzorgende IG,93500,2022-2023,3,BBL,2022-09-01,0.93,0.805,47,6.6,6.7,Jan de Vries,j.devries@roc.nl,False
20225580,Jay Smith,j.smith@student.roc.nl,18,X,VMBO-B,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.672,0.762,41,5.6,5.9,Fatima El Amrani,f.elamrani@roc.nl,True
20235581,Simon van Cuijck-Schakelaar,s.vancuijck-schakelaar@student.roc.nl,21,M,VMBO-T,Groen,Medewerker voedsel,97590,2023-2024,2,BBL,2023-09-01,0.505,0.637,26,7.2,7.0,Peter Smit,p.smit@roc.nl,False
20225582,Dewi van Hamaland,d.vanhamaland@student.roc.nl,23,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.725,0.778,48,5.2,7.7,Fatima El Amrani,f.elamrani@roc.nl,False
20225583,Linde Scuylenborchs,l.scuylenborchs@student.roc.nl,16,M,MBO niveau 3,Economie,Financieel administrateur,90370,2022-2023,4,BBL,2022-09-01,0.941,0.892,51,5.2,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20235584,Zara Carnotte,z.carnotte@student.roc.nl,18,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BBL,2023-09-01,0.748,0.746,38,6.9,6.0,Peter Smit,p.smit@roc.nl,False
20225585,Lenn Furda,l.furda@student.roc.nl,23,V,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BBL,2022-09-01,0.773,0.769,38,6.7,5.8,Peter Smit,p.smit@roc.nl,False
20225586,Bilal Ellis,b.ellis@student.roc.nl,19,M,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.725,0.66,33,6.9,6.0,Anita Jansen,a.jansen@roc.nl,False
20225587,Maxim van Daal,m.vandaal@student.roc.nl,22,V,VMBO-B,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.232,0.384,30,4.8,5.6,Fatima El Amrani,f.elamrani@roc.nl,True
20225588,Vincent Kloppert,v.kloppert@student.roc.nl,23,X,VMBO-T,Techniek,Software Developer,25604,2022-2023,4,BBL,2022-09-01,0.52,0.572,35,6.3,6.1,Anita Jansen,a.jansen@roc.nl,False
20225589,Tobias Overdijk-Huijzing,t.overdijk-huijzing@student.roc.nl,19,V,VMBO-B,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.905,0.845,38,7.7,7.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20235590,Sterre Dennenberg,s.dennenberg@student.roc.nl,23,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.613,0.688,49,6.0,5.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20225591,Mathijs van Liendert,m.vanliendert@student.roc.nl,19,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.304,0.454,23,8.3,8.2,Mohammed Boukhari,m.boukhari@roc.nl,True
20235592,Johannes van der Linden,j.vanderlinden@student.roc.nl,16,V,VMBO-T,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.317,0.56,29,6.9,6.2,Anita Jansen,a.jansen@roc.nl,True
20225593,Ella Hoes,e.hoes@student.roc.nl,21,M,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.779,0.785,48,5.5,6.5,Peter Smit,p.smit@roc.nl,False
20235594,Liz Suijker-Aelftrud van Wessex,l.suijker-aelftrudvanwessex@student.roc.nl,16,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.46,0.542,36,5.4,6.7,Anita Jansen,a.jansen@roc.nl,False
20235595,Zara van der Horst,z.vanderhorst@student.roc.nl,19,V,MBO niveau 2,Zorg,Doktersassistent,34576,2023-2024,4,BBL,2023-09-01,0.697,0.734,38,6.7,7.8,Jan de Vries,j.devries@roc.nl,True
20225596,Ayoub Aschman,a.aschman@student.roc.nl,17,M,MBO niveau 2,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.827,0.846,42,5.8,8.9,Peter Smit,p.smit@roc.nl,False
20235597,Samuel Lieshout-Stook,s.lieshout-stook@student.roc.nl,16,V,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.688,0.742,40,6.5,6.5,Fatima El Amrani,f.elamrani@roc.nl,False
20225598,Dani Molegraaf,d.molegraaf@student.roc.nl,20,M,VMBO-B,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.689,0.621,30,7.4,2.4,Jan de Vries,j.devries@roc.nl,True
20235599,Ecrin Mathurin-Jansen,e.mathurin-jansen@student.roc.nl,19,M,MBO niveau 2,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.639,0.659,39,6.1,7.3,Jan de Vries,j.devries@roc.nl,False
20235600,Sylvie van Wel-van Grondelle,s.vanwel-vangrondelle@student.roc.nl,24,M,HAVO,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.866,0.719,44,6.5,6.4,Fatima El Amrani,f.elamrani@roc.nl,False
20225601,Dex Broekhoven-Momberg,d.broekhoven-momberg@student.roc.nl,16,M,MBO niveau 3,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.689,0.7,34,5.9,7.8,Anita Jansen,a.jansen@roc.nl,False
20225602,Mika van der Spaendonc,m.vanderspaendonc@student.roc.nl,17,M,HAVO,Techniek,Software Developer,25604,2022-2023,4,BBL,2022-09-01,0.384,0.523,38,7.3,8.5,Anita Jansen,a.jansen@roc.nl,False
20225603,Stef Verwoert,s.verwoert@student.roc.nl,21,M,VMBO-B,Groen,Dierverzorger,97730,2022-2023,3,BBL,2022-09-01,0.835,0.72,32,7.2,7.0,Anita Jansen,a.jansen@roc.nl,False
20235604,Pleun Tillmanno,p.tillmanno@student.roc.nl,22,V,MBO niveau 2,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.576,0.616,37,5.7,3.9,Fatima El Amrani,f.elamrani@roc.nl,True
20225605,Damian Fremie,d.fremie@student.roc.nl,20,M,VMBO-K,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.891,0.761,33,6.3,5.4,Anita Jansen,a.jansen@roc.nl,False
20235606,Kyano van Dongen-Schiffer,k.vandongen-schiffer@student.roc.nl,19,V,VMBO-T,Techniek,Netwerkbeheerder,93200,2023-2024,4,BBL,2023-09-01,0.755,0.679,32,6.9,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20225607,Lola Langevoort,l.langevoort@student.roc.nl,19,M,VMBO-B,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.651,0.633,26,8.1,5.0,Jan de Vries,j.devries@roc.nl,False
20225608,Johanna van der Sloot,j.vandersloot@student.roc.nl,25,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BBL,2022-09-01,0.799,0.772,31,6.4,5.5,Anita Jansen,a.jansen@roc.nl,False
20235609,Tycho Stange,t.stange@student.roc.nl,18,V,HAVO,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.72,0.674,34,7.7,5.7,Fatima El Amrani,f.elamrani@roc.nl,False
20235610,Benjamin Veltman,b.veltman@student.roc.nl,16,M,MBO niveau 3,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.792,0.659,40,6.5,6.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20225611,Lotte de Lange,l.delange@student.roc.nl,18,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.819,0.72,36,4.6,7.1,Peter Smit,p.smit@roc.nl,False
20225612,Noëlle van Laon,n.vanlaon@student.roc.nl,20,V,MBO niveau 3,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.84,0.852,50,7.4,4.6,Mohammed Boukhari,m.boukhari@roc.nl,False
20235613,Hamza Huijs-de Gratie,h.huijs-degratie@student.roc.nl,18,V,MBO niveau 2,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.911,0.782,44,7.4,5.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20235614,Saar van der Heiden,s.vanderheiden@student.roc.nl,18,M,HAVO,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.888,0.864,42,6.5,5.8,Anita Jansen,a.jansen@roc.nl,False
20235615,Yara van der Maes-Marceron,y.vandermaes-marceron@student.roc.nl,19,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.819,0.721,35,8.1,8.3,Jan de Vries,j.devries@roc.nl,False
20235616,Elize van Laon-van der Horst,e.vanlaon-vanderhorst@student.roc.nl,16,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.613,0.701,39,7.6,10.0,Fatima El Amrani,f.elamrani@roc.nl,False
20225617,Noëlle van der Horst-Chevresson,n.vanderhorst-chevresson@student.roc.nl,24,V,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.691,0.733,42,7.1,5.2,Anita Jansen,a.jansen@roc.nl,False
20235618,"Milou West-Francië, van","m.west-francië,van@student.roc.nl",20,M,VMBO-T,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.755,0.764,40,7.1,5.4,Fatima El Amrani,f.elamrani@roc.nl,False
20235619,Sem Schokman,s.schokman@student.roc.nl,17,M,VMBO-K,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.771,0.789,37,7.1,6.9,Jan de Vries,j.devries@roc.nl,True
20235620,Sil Cornelissen-van het Heerenveen,s.cornelissen-vanhetheerenveen@student.roc.nl,17,M,VMBO-B,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.737,0.678,34,6.4,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20225621,Damian Langevoort,d.langevoort@student.roc.nl,22,M,HAVO,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.546,0.67,36,8.0,6.6,Peter Smit,p.smit@roc.nl,True
20235622,Linde Verhaar,l.verhaar@student.roc.nl,16,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.779,0.618,33,6.8,6.9,Anita Jansen,a.jansen@roc.nl,False
20225623,Olivier Molenaar,o.molenaar@student.roc.nl,21,V,HAVO,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.698,0.546,30,6.7,5.7,Peter Smit,p.smit@roc.nl,False
20235624,Bibi Kramer,b.kramer@student.roc.nl,17,V,VMBO-B,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.804,0.758,44,6.1,7.3,Jan de Vries,j.devries@roc.nl,False
20225625,Nisa Adriaense,n.adriaense@student.roc.nl,17,V,HAVO,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.937,0.76,46,6.5,7.9,Fatima El Amrani,f.elamrani@roc.nl,True
20235626,Puck de Nijs-Postma,p.denijs-postma@student.roc.nl,20,V,VMBO-B,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.666,0.668,35,6.9,2.9,Fatima El Amrani,f.elamrani@roc.nl,False
20225627,Catharina le Gulcher,c.legulcher@student.roc.nl,17,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.684,0.637,41,8.4,4.7,Peter Smit,p.smit@roc.nl,False
20235628,Noah Courtier-de Heer,n.courtier-deheer@student.roc.nl,19,V,MBO niveau 3,Techniek,Installatiemonteur,25480,2023-2024,2,BBL,2023-09-01,0.863,0.776,42,7.5,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20225629,Amin Verhagen,a.verhagen@student.roc.nl,17,V,VMBO-B,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.787,0.773,41,5.4,4.4,Anita Jansen,a.jansen@roc.nl,False
20225630,Elena Heere,e.heere@student.roc.nl,23,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.725,0.684,33,6.9,7.6,Peter Smit,p.smit@roc.nl,False
20225631,Lynn Westerburg-van Opper-Lotharingen,l.westerburg-vanopper-lotharingen@student.roc.nl,20,M,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.606,0.603,33,5.7,5.9,Anita Jansen,a.jansen@roc.nl,False
20225632,Sofie de Vrome-Koster,s.devrome-koster@student.roc.nl,21,M,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.548,0.574,36,6.8,6.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20225633,Hanna de Mol-Eerden,h.demol-eerden@student.roc.nl,18,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.667,0.643,38,7.8,6.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20235634,Sil Huberts,s.huberts@student.roc.nl,20,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.924,0.934,56,6.7,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20225635,Annemijn Veltman,a.veltman@student.roc.nl,18,M,MBO niveau 2,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.65,0.543,45,7.3,5.9,Fatima El Amrani,f.elamrani@roc.nl,False
20235636,"Mathijs Werl-Arnsberg, van","m.werl-arnsberg,van@student.roc.nl",20,X,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.688,0.735,39,6.1,5.2,Jan de Vries,j.devries@roc.nl,False
20225637,Aron van Emmelen,a.vanemmelen@student.roc.nl,18,V,VMBO-T,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.796,0.792,39,6.3,7.1,Jan de Vries,j.devries@roc.nl,False
20225638,Amira Feltzer-van der Maes,a.feltzer-vandermaes@student.roc.nl,16,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.547,0.617,32,8.3,6.2,Jan de Vries,j.devries@roc.nl,False
20225639,Esmee Françoise,e.françoise@student.roc.nl,18,M,VMBO-K,Economie,Logistiek medewerker,90640,2022-2023,3,BBL,2022-09-01,0.733,0.724,46,9.0,7.7,Fatima El Amrani,f.elamrani@roc.nl,False
20235640,Sebastiaan Wolzak,s.wolzak@student.roc.nl,20,M,MBO niveau 3,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.494,0.505,23,6.6,4.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20235641,Nynke van Dagsburg,n.vandagsburg@student.roc.nl,24,V,VMBO-B,Economie,Commercieel medewerker,90111,2023-2024,3,BBL,2023-09-01,0.924,0.943,56,9.4,6.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20235642,Hamza van den Nieuwenhuijsen,h.vandennieuwenhuijsen@student.roc.nl,19,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.927,0.765,43,4.0,5.2,Anita Jansen,a.jansen@roc.nl,False
20225643,Fedde van Schweinfurt,f.vanschweinfurt@student.roc.nl,19,V,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.654,0.599,32,7.5,7.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20235644,Hanna Hellevoort,h.hellevoort@student.roc.nl,26,M,MBO niveau 2,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.836,0.811,40,5.3,7.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20225645,Hamza Slaetsdochter-Jochems,h.slaetsdochter-jochems@student.roc.nl,16,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2022-2023,4,BBL,2022-09-01,0.543,0.562,25,8.9,5.5,Anita Jansen,a.jansen@roc.nl,False
20225646,Kevin Govarts,k.govarts@student.roc.nl,19,V,VMBO-B,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.736,0.697,44,6.3,4.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20225647,Isabel Wolfswinkel-Heijman,i.wolfswinkel-heijman@student.roc.nl,16,V,HAVO,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.582,0.671,29,5.5,5.0,Fatima El Amrani,f.elamrani@roc.nl,False
20235648,Oscar Bertho,o.bertho@student.roc.nl,19,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.446,0.391,20,8.6,5.4,Jan de Vries,j.devries@roc.nl,True
