studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240500,Lize de Vries-Verheuvel,l.devries-verheuvel@student.roc.nl,19,V,VMBO-K,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.921,0.844,49,5.7,8.6,Peter Smit,p.smit@roc.nl
20240501,Daniel van Dongen,d.vandongen@student.roc.nl,19,M,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.815,0.771,38,7.1,6.5,Mohammed Boukhari,m.boukhari@roc.nl
20240502,Zoë Haack,z.haack@student.roc.nl,19,M,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.618,0.494,32,6.8,6.7,Jan de Vries,j.devries@roc.nl
20240503,Yinthe le Floch-Gemen,y.lefloch-gemen@student.roc.nl,23,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.668,0.727,34,5.6,7.9,Fatima El Amrani,f.elamrani@roc.nl
20240504,Zoë Olykan,z.olykan@student.roc.nl,24,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.661,0.642,37,7.3,6.7,Jan de Vries,j.devries@roc.nl
20240505,Ties Ernst,t.ernst@student.roc.nl,22,V,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.321,0.576,35,3.1,4.9,Fatima El Amrani,f.elamrani@roc.nl
20240506,Tijs Meeres,t.meeres@student.roc.nl,21,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.766,0.706,35,8.2,7.0,Jan de Vries,j.devries@roc.nl
20240507,Abel van der Laarse,a.vanderlaarse@student.roc.nl,21,V,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.751,0.786,50,7.4,9.8,Mohammed Boukhari,m.boukhari@roc.nl
20240508,Maya Elberts-Haselaar,m.elberts-haselaar@student.roc.nl,23,M,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.636,0.63,33,6.4,5.5,Peter Smit,p.smit@roc.nl
20240509,Laurens Beourgeois,l.beourgeois@student.roc.nl,23,M,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.967,0.932,53,6.1,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240510,Inaya van der Heyden-de Graaf,i.vanderheyden-degraaf@student.roc.nl,21,M,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.672,0.749,48,7.7,5.3,Mohammed Boukhari,m.boukhari@roc.nl
20240511,Valerie van Leuven-Walter,v.vanleuven-walter@student.roc.nl,16,M,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.697,0.691,43,5.1,6.1,Peter Smit,p.smit@roc.nl
20240512,Ize Bosch,i.bosch@student.roc.nl,21,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.549,0.682,41,6.4,5.5,Jan de Vries,j.devries@roc.nl
20240513,Ashley Palman,a.palman@student.roc.nl,22,M,MBO niveau 3,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.91,0.811,46,5.2,5.4,Mohammed Boukhari,m.boukhari@roc.nl
20240514,Jonas Dircken,j.dircken@student.roc.nl,25,M,VMBO-T,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.788,0.774,45,8.7,7.1,Peter Smit,p.smit@roc.nl
20240515,Muhammed Timmermans,m.timmermans@student.roc.nl,18,X,MBO niveau 2,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.559,0.553,27,6.7,4.9,Anita Jansen,a.jansen@roc.nl
20240516,Ivy Jacobi,i.jacobi@student.roc.nl,19,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.797,0.844,41,8.9,7.6,Fatima El Amrani,f.elamrani@roc.nl
20240517,Daan Lether,d.lether@student.roc.nl,16,M,HAVO,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.74,0.74,43,6.9,4.6,Peter Smit,p.smit@roc.nl
20240518,Amber Lelijveld,a.lelijveld@student.roc.nl,24,M,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.878,0.878,44,8.3,6.1,Jan de Vries,j.devries@roc.nl
20240519,Chloë Knuf-de Vries,c.knuf-devries@student.roc.nl,17,V,VMBO-B,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.56,0.528,30,7.4,6.9,Anita Jansen,a.jansen@roc.nl
20240520,Owen Janssen,o.janssen@student.roc.nl,21,M,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.506,0.618,39,7.6,4.8,Peter Smit,p.smit@roc.nl
20240521,Dave Fiere,d.fiere@student.roc.nl,21,V,VMBO-T,Zorg,Verpleegkundige,99070,2024-2025,4,BBL,2024-09-01,0.597,0.664,43,5.9,7.1,Mohammed Boukhari,m.boukhari@roc.nl
20240522,Raf Kok,r.kok@student.roc.nl,21,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.881,0.87,49,3.8,9.2,Mohammed Boukhari,m.boukhari@roc.nl
20240523,Justin Wolters,j.wolters@student.roc.nl,19,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.72,0.662,49,9.3,8.6,Mohammed Boukhari,m.boukhari@roc.nl
20240524,Karlijn Stettyn,k.stettyn@student.roc.nl,23,M,HAVO,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.843,0.687,40,5.6,4.3,Jan de Vries,j.devries@roc.nl
20240525,Jip Buijs,j.buijs@student.roc.nl,22,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.183,0.408,23,6.8,6.1,Anita Jansen,a.jansen@roc.nl
20240526,Riley Rutten-Verhoeven,r.rutten-verhoeven@student.roc.nl,20,V,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.472,0.617,45,4.3,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240527,Hanna Kuilenburg,h.kuilenburg@student.roc.nl,19,M,VMBO-T,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.689,0.737,39,5.9,7.0,Peter Smit,p.smit@roc.nl
20240528,Wout Hemma van Allemanië,w.hemmavanallemanië@student.roc.nl,18,V,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.723,0.649,41,7.5,5.2,Fatima El Amrani,f.elamrani@roc.nl
20240529,Charlotte Helmerhorst,c.helmerhorst@student.roc.nl,19,V,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.778,0.755,42,6.8,8.7,Jan de Vries,j.devries@roc.nl
20240530,Elias Huurdeman,e.huurdeman@student.roc.nl,20,M,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.655,0.751,49,7.0,7.3,Peter Smit,p.smit@roc.nl
20240531,Jurre Jacobs-Blom,j.jacobs-blom@student.roc.nl,22,M,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.918,0.762,36,7.1,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240532,Ize de Bruijn,i.debruijn@student.roc.nl,19,M,VMBO-T,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.652,0.665,38,4.7,6.6,Jan de Vries,j.devries@roc.nl
20240533,Florian Doorhof,f.doorhof@student.roc.nl,20,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.741,0.759,43,9.1,6.9,Anita Jansen,a.jansen@roc.nl
20240534,Sara Charon,s.charon@student.roc.nl,19,M,VMBO-B,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.835,0.822,43,4.9,6.3,Fatima El Amrani,f.elamrani@roc.nl
20240535,Tirza Lorreijn,t.lorreijn@student.roc.nl,18,M,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.973,0.897,48,6.2,8.5,Peter Smit,p.smit@roc.nl
20240536,Bibi van Bovene,b.vanbovene@student.roc.nl,27,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.75,0.708,45,7.0,7.5,Anita Jansen,a.jansen@roc.nl
20240537,Maaike Kwaadland,m.kwaadland@student.roc.nl,22,M,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.673,0.707,46,5.4,5.8,Anita Jansen,a.jansen@roc.nl
20240538,Milo Janse-Kosten,m.janse-kosten@student.roc.nl,18,X,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.874,0.863,41,7.3,3.6,Anita Jansen,a.jansen@roc.nl
20240539,Dean van Gelder,d.vangelder@student.roc.nl,21,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.973,0.815,47,5.8,7.3,Mohammed Boukhari,m.boukhari@roc.nl
20240540,Willem van der Ploeg,w.vanderploeg@student.roc.nl,17,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.72,0.688,36,6.6,7.9,Jan de Vries,j.devries@roc.nl
20240541,Luna Huisman-van Bergen,l.huisman-vanbergen@student.roc.nl,16,M,HAVO,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.91,0.834,45,6.7,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240542,Ibrahim Verkade-Blom,i.verkade-blom@student.roc.nl,22,V,VMBO-T,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.711,0.755,38,6.9,6.6,Jan de Vries,j.devries@roc.nl
20240543,Morris Verheuvel-van Vlaanderen,m.verheuvel-vanvlaanderen@student.roc.nl,17,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.595,0.656,37,8.4,6.3,Mohammed Boukhari,m.boukhari@roc.nl
20240544,Leon Elsenaar-Jacobs,l.elsenaar-jacobs@student.roc.nl,20,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.833,0.744,41,6.4,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240545,Faye van Nimwegen,f.vannimwegen@student.roc.nl,22,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.852,0.713,40,7.5,8.2,Jan de Vries,j.devries@roc.nl
20240546,Mika Die Bont-Hanegraaff,m.diebont-hanegraaff@student.roc.nl,20,M,HAVO,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.845,0.72,46,6.3,8.0,Jan de Vries,j.devries@roc.nl
20240547,Hugo van Luyssel,h.vanluyssel@student.roc.nl,16,V,VMBO-K,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.713,0.771,48,6.8,5.3,Peter Smit,p.smit@roc.nl
20240548,Aya Jacobi,a.jacobi@student.roc.nl,24,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.489,0.53,33,5.1,7.1,Mohammed Boukhari,m.boukhari@roc.nl
20240549,Amélie Westerbeek,a.westerbeek@student.roc.nl,20,V,VMBO-K,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.407,0.541,25,5.6,3.2,Anita Jansen,a.jansen@roc.nl
20240550,Yasmin Lamore-de Mol,y.lamore-demol@student.roc.nl,19,M,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.836,0.672,34,8.3,6.3,Anita Jansen,a.jansen@roc.nl
20240551,Saar van Schevinghuizen,s.vanschevinghuizen@student.roc.nl,24,M,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.749,0.824,36,7.5,4.7,Jan de Vries,j.devries@roc.nl
20240552,Sami Dirksen,s.dirksen@student.roc.nl,19,M,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.288,0.518,38,7.8,6.7,Jan de Vries,j.devries@roc.nl
20240553,Pippa Kof,p.kof@student.roc.nl,23,V,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.572,0.497,29,7.0,6.9,Peter Smit,p.smit@roc.nl
20240554,Keano Jdotte-Post,k.jdotte-post@student.roc.nl,21,V,VMBO-B,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.879,0.686,38,7.6,4.7,Peter Smit,p.smit@roc.nl
20240555,Bibi Vegt-Haengreve,b.vegt-haengreve@student.roc.nl,16,M,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.508,0.516,33,4.2,4.8,Jan de Vries,j.devries@roc.nl
20240556,Amélie Fremie,a.fremie@student.roc.nl,23,V,VMBO-B,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.207,0.449,21,5.1,7.5,Mohammed Boukhari,m.boukhari@roc.nl
20240557,Annemijn Janssens,a.janssens@student.roc.nl,24,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.614,0.704,46,4.4,7.1,Fatima El Amrani,f.elamrani@roc.nl
20240558,Valerie Ulrich,v.ulrich@student.roc.nl,20,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.666,0.637,33,8.7,5.4,Mohammed Boukhari,m.boukhari@roc.nl
20240559,Jasmijn van Rijthoven,j.vanrijthoven@student.roc.nl,16,V,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.668,0.744,44,8.6,6.6,Anita Jansen,a.jansen@roc.nl
20240560,Ecrin Aarden,e.aarden@student.roc.nl,18,X,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.459,0.507,25,7.2,7.1,Anita Jansen,a.jansen@roc.nl
20240561,Chloé Stoffelsz,c.stoffelsz@student.roc.nl,16,V,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.8,0.7,44,4.7,8.2,Peter Smit,p.smit@roc.nl
20240562,Hidde van den Nyeuwenhuysen,h.vandennyeuwenhuysen@student.roc.nl,16,X,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.638,0.564,38,5.0,7.4,Peter Smit,p.smit@roc.nl
20240563,Jennifer Meyer,j.meyer@student.roc.nl,16,M,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.524,0.434,26,6.9,4.6,Fatima El Amrani,f.elamrani@roc.nl
20240564,Aiden Lommert,a.lommert@student.roc.nl,19,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.825,0.726,41,7.1,8.1,Mohammed Boukhari,m.boukhari@roc.nl
20240565,Femke van den Nyeuwenhuysen,f.vandennyeuwenhuysen@student.roc.nl,17,M,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.176,0.483,30,6.7,4.6,Mohammed Boukhari,m.boukhari@roc.nl
20240566,Adriana de Ruiter-Pison,a.deruiter-pison@student.roc.nl,23,V,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.919,0.724,39,6.2,6.4,Mohammed Boukhari,m.boukhari@roc.nl
20240567,Finn Kuiper,f.kuiper@student.roc.nl,21,M,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BBL,2024-09-01,0.9,0.729,41,9.6,8.3,Mohammed Boukhari,m.boukhari@roc.nl
20240568,Benthe van den Berg,b.vandenberg@student.roc.nl,25,M,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.531,0.523,35,10.0,6.8,Mohammed Boukhari,m.boukhari@roc.nl
20240569,Laurens de Kale,l.dekale@student.roc.nl,19,M,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BBL,2024-09-01,0.498,0.509,33,7.8,5.3,Anita Jansen,a.jansen@roc.nl
20240570,Bente van Ghoerle,b.vanghoerle@student.roc.nl,24,M,VMBO-K,Economie,Financieel administrateur,90370,2024-2025,4,BBL,2024-09-01,0.737,0.766,39,5.9,5.3,Mohammed Boukhari,m.boukhari@roc.nl
20240571,Ilse Kosten-Bruijne van der Veen,i.kosten-bruijnevanderveen@student.roc.nl,25,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.923,0.691,36,5.0,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240572,Daan van Mil,d.vanmil@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.798,0.765,45,7.7,7.0,Peter Smit,p.smit@roc.nl
20240573,Kyan Muller,k.muller@student.roc.nl,17,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.873,0.647,39,6.0,6.2,Anita Jansen,a.jansen@roc.nl
20240574,Joëlle Haring,j.haring@student.roc.nl,20,M,VMBO-T,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.81,0.861,51,4.6,6.9,Peter Smit,p.smit@roc.nl
20240575,Nathan Kas,n.kas@student.roc.nl,18,V,VMBO-T,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.783,0.75,50,5.9,8.1,Peter Smit,p.smit@roc.nl
20240576,Juul van den Henst,j.vandenhenst@student.roc.nl,23,M,VMBO-T,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.824,0.812,41,9.5,6.7,Jan de Vries,j.devries@roc.nl
20240577,Romy van den Oever,r.vandenoever@student.roc.nl,18,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.448,0.546,36,5.9,3.5,Fatima El Amrani,f.elamrani@roc.nl
20240578,Merle Latier,m.latier@student.roc.nl,16,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.935,0.676,36,5.5,7.9,Anita Jansen,a.jansen@roc.nl
20240579,Demi Spies,d.spies@student.roc.nl,19,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.561,0.68,38,6.9,5.0,Peter Smit,p.smit@roc.nl
20240580,Mees de Backer,m.debacker@student.roc.nl,16,V,VMBO-B,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.676,0.634,37,5.7,7.1,Fatima El Amrani,f.elamrani@roc.nl
20240581,Mason Bos-Keltenie,m.bos-keltenie@student.roc.nl,19,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.296,0.377,18,6.4,7.3,Jan de Vries,j.devries@roc.nl
20240582,Pim de Vroege,p.devroege@student.roc.nl,21,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.584,0.637,38,6.2,7.8,Anita Jansen,a.jansen@roc.nl
20240583,Mia van Hoevel en van Zwindrecht,m.vanhoevelenvanzwindrecht@student.roc.nl,16,M,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.898,0.882,47,5.9,6.6,Jan de Vries,j.devries@roc.nl
20240584,Fedde Muijs,f.muijs@student.roc.nl,16,M,VMBO-K,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.744,0.676,38,6.5,6.1,Peter Smit,p.smit@roc.nl
20240585,Jordy Lorreijn-van Ham,j.lorreijn-vanham@student.roc.nl,20,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.685,0.779,40,9.3,8.7,Jan de Vries,j.devries@roc.nl
20240586,Jake Zuidweg,j.zuidweg@student.roc.nl,16,V,VMBO-T,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.734,0.673,39,5.3,6.5,Fatima El Amrani,f.elamrani@roc.nl
20240587,Jill Weijters-Segerszoen,j.weijters-segerszoen@student.roc.nl,18,M,VMBO-K,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.825,0.778,40,6.3,4.6,Jan de Vries,j.devries@roc.nl
20240588,Mustafa van Bruchem-Levesque,m.vanbruchem-levesque@student.roc.nl,18,M,VMBO-T,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.909,0.8,43,6.4,6.6,Anita Jansen,a.jansen@roc.nl
20240589,Lara Huisman,l.huisman@student.roc.nl,17,V,VMBO-K,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.68,0.641,33,7.1,6.2,Anita Jansen,a.jansen@roc.nl
20240590,Alyssa Verwoert,a.verwoert@student.roc.nl,16,V,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BBL,2024-09-01,0.875,0.741,44,5.1,3.8,Mohammed Boukhari,m.boukhari@roc.nl
20240591,Ruben Spruyt,r.spruyt@student.roc.nl,24,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.938,0.8,49,7.6,7.0,Fatima El Amrani,f.elamrani@roc.nl
20240592,Jasmijn Keltenie-Cadefau,j.keltenie-cadefau@student.roc.nl,19,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.864,0.802,39,7.5,5.2,Jan de Vries,j.devries@roc.nl
20240593,Elif Bouwhuisen,e.bouwhuisen@student.roc.nl,22,M,VMBO-B,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.815,0.817,40,7.3,5.9,Anita Jansen,a.jansen@roc.nl
20240594,Silke van Berkum,s.vanberkum@student.roc.nl,23,M,VMBO-B,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.56,0.517,40,6.3,4.2,Peter Smit,p.smit@roc.nl
20240595,Selina Vermeulen,s.vermeulen@student.roc.nl,21,M,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.849,0.712,37,6.6,6.5,Peter Smit,p.smit@roc.nl
20240596,Aron van Jumiège,a.vanjumiège@student.roc.nl,17,M,HAVO,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.609,0.6,44,7.9,4.8,Mohammed Boukhari,m.boukhari@roc.nl
20240597,Lana Vandenbergh,l.vandenbergh@student.roc.nl,16,M,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.829,0.86,45,6.2,2.4,Fatima El Amrani,f.elamrani@roc.nl
20240598,Demi Haack,d.haack@student.roc.nl,20,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.598,0.695,32,6.9,4.1,Peter Smit,p.smit@roc.nl
20240599,Nadine Kwaadland-de Heer,n.kwaadland-deheer@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.39,0.469,26,7.7,7.6,Jan de Vries,j.devries@roc.nl
20240600,Yfke van den Wittenboer,y.vandenwittenboer@student.roc.nl,18,M,VMBO-B,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.918,0.822,45,6.5,8.1,Anita Jansen,a.jansen@roc.nl
20240601,Ivy Glasses,i.glasses@student.roc.nl,19,M,HAVO,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.661,0.597,38,8.4,5.7,Fatima El Amrani,f.elamrani@roc.nl
20240602,Jort Broekhoven,j.broekhoven@student.roc.nl,16,M,HAVO,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.634,0.7,41,6.6,5.7,Anita Jansen,a.jansen@roc.nl
20240603,Puck Heribert van Laon,p.heribertvanlaon@student.roc.nl,18,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.604,0.642,42,7.8,8.5,Peter Smit,p.smit@roc.nl
20240604,Amir Vink,a.vink@student.roc.nl,21,X,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.755,0.695,39,7.2,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240605,Yfke Ferran-Doyle,y.ferran-doyle@student.roc.nl,20,M,VMBO-B,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.773,0.803,38,7.3,6.3,Jan de Vries,j.devries@roc.nl
20240606,Annemijn Jansen,a.jansen@student.roc.nl,18,V,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.945,0.847,54,7.6,7.3,Jan de Vries,j.devries@roc.nl
20240607,Rosalie Merckx,r.merckx@student.roc.nl,18,V,MBO niveau 2,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.811,0.716,44,7.4,7.8,Jan de Vries,j.devries@roc.nl
20240608,Nisa van Grondelle-Bos,n.vangrondelle-bos@student.roc.nl,19,V,HAVO,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.561,0.664,43,5.7,3.9,Peter Smit,p.smit@roc.nl
20240609,Maya van Lucel-Lensen,m.vanlucel-lensen@student.roc.nl,19,V,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.766,0.674,45,7.3,6.2,Fatima El Amrani,f.elamrani@roc.nl
20240610,Jill van Emmelen-van Orleans,j.vanemmelen-vanorleans@student.roc.nl,21,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.57,0.55,32,7.1,6.3,Anita Jansen,a.jansen@roc.nl
20240611,Roan Schwartsbach,r.schwartsbach@student.roc.nl,16,M,VMBO-K,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.321,0.533,32,6.4,4.1,Anita Jansen,a.jansen@roc.nl
20240612,Tobias Haneberg,t.haneberg@student.roc.nl,18,M,MBO niveau 3,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.794,0.825,47,6.4,8.5,Anita Jansen,a.jansen@roc.nl
20240613,Muhammed Wouters,m.wouters@student.roc.nl,16,V,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.797,0.516,25,6.2,2.7,Mohammed Boukhari,m.boukhari@roc.nl
20240614,Lot van Westfalen-Michielsen,l.vanwestfalen-michielsen@student.roc.nl,23,M,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.746,0.829,44,7.0,5.4,Fatima El Amrani,f.elamrani@roc.nl
20240615,Adam Brands,a.brands@student.roc.nl,20,V,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.682,0.592,34,7.3,4.5,Fatima El Amrani,f.elamrani@roc.nl
20240616,Brian Klerks,b.klerks@student.roc.nl,21,V,HAVO,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.818,0.857,47,7.4,7.0,Mohammed Boukhari,m.boukhari@roc.nl
